time,pair,condition,subject,z,pval,Fbm,Fbbm,pcrit,zcrit
-0.104999969482424,O->O,rest,AnRa,12.2169444356305,0,0.00287549678474356,0.00271867755177951,0.00486746105725044,2.58510544257942
-0.0549999694824237,O->O,rest,AnRa,-12.2169444356305,0,0.00265223263719264,0.00271867755177951,0.00486746105725044,2.58510544257942
-0.00499996948242376,O->O,rest,AnRa,-12.2169444356305,0,0.00271340849494713,0.00271867755177951,0.00486746105725044,2.58510544257942
0.0450000305175763,O->O,rest,AnRa,12.2169444356305,0,0.00332206410673217,0.00271867755177951,0.00486746105725044,2.58510544257942
0.0950000305175762,O->O,rest,AnRa,12.2169444356305,0,0.00325883387183077,0.00271867755177951,0.00486746105725044,2.58510544257942
0.145000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00304899758730885,0.00271867755177951,0.00486746105725044,2.58510544257942
0.195000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00304009825773479,0.00271867755177951,0.00486746105725044,2.58510544257942
0.245000030517576,O->O,rest,AnRa,-12.2169444356305,0,0.00244641040588925,0.00271867755177951,0.00486746105725044,2.58510544257942
0.295000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00294572362306033,0.00271867755177951,0.00486746105725044,2.58510544257942
0.345000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00336076656404827,0.00271867755177951,0.00486746105725044,2.58510544257942
0.395000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00286363337309183,0.00271867755177951,0.00486746105725044,2.58510544257942
0.445000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00309524538192323,0.00271867755177951,0.00486746105725044,2.58510544257942
0.495000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00295564010555521,0.00271867755177951,0.00486746105725044,2.58510544257942
0.545000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00286704872754561,0.00271867755177951,0.00486746105725044,2.58510544257942
0.595000030517576,O->O,rest,AnRa,12.2169444356305,0,0.0031555257262624,0.00271867755177951,0.00486746105725044,2.58510544257942
0.645000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00302236583953853,0.00271867755177951,0.00486746105725044,2.58510544257942
0.695000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00284558173333724,0.00271867755177951,0.00486746105725044,2.58510544257942
0.745000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00294236448458942,0.00271867755177951,0.00486746105725044,2.58510544257942
0.795000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00278545631422992,0.00271867755177951,0.00486746105725044,2.58510544257942
0.845000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00304740550377893,0.00271867755177951,0.00486746105725044,2.58510544257942
0.895000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00289730941818498,0.00271867755177951,0.00486746105725044,2.58510544257942
0.945000030517576,O->O,rest,AnRa,-12.2169444356305,0,0.00266598562219101,0.00271867755177951,0.00486746105725044,2.58510544257942
0.995000030517576,O->O,rest,AnRa,12.2169444356305,0,0.00279211048573479,0.00271867755177951,0.00486746105725044,2.58510544257942
1.04500003051758,O->O,rest,AnRa,12.2169444356305,0,0.00309615790834191,0.00271867755177951,0.00486746105725044,2.58510544257942
1.09500003051758,O->O,rest,AnRa,12.2169444356305,0,0.00389222122990211,0.00271867755177951,0.00486746105725044,2.58510544257942
1.14500003051758,O->O,rest,AnRa,12.2169444356305,0,0.0028239629006997,0.00271867755177951,0.00486746105725044,2.58510544257942
1.19500003051758,O->O,rest,AnRa,-12.2169444356305,0,0.00267786458019712,0.00271867755177951,0.00486746105725044,2.58510544257942
1.24500003051758,O->O,rest,AnRa,-12.2169444356305,0,0.00267731743406318,0.00271867755177951,0.00486746105725044,2.58510544257942
1.29500003051758,O->O,rest,AnRa,12.2169444356305,0,0.00287053129113996,0.00271867755177951,0.00486746105725044,2.58510544257942
1.34500003051758,O->O,rest,AnRa,12.2169444356305,0,0.00277009377470031,0.00271867755177951,0.00486746105725044,2.58510544257942
1.39500003051758,O->O,rest,AnRa,12.2169444356305,0,0.00290472189660657,0.00271867755177951,0.00486746105725044,2.58510544257942
1.44500003051758,O->O,rest,AnRa,-12.2169444356305,0,0.00246079761771452,0.00271867755177951,0.00486746105725044,2.58510544257942
1.49500003051758,O->O,rest,AnRa,12.2169444356305,0,0.00308603771489571,0.00271867755177951,0.00486746105725044,2.58510544257942
-0.104999969482424,O->R,rest,AnRa,-4.39809999682699,5.46013330060546e-06,0.0656701534089363,0.0688049851742273,0.00486746105725044,2.58510544257942
-0.0549999694824237,O->R,rest,AnRa,-0.649941443975544,0.257865023143158,0.069755106702675,0.0688049851742273,0.00486746105725044,2.58510544257942
-0.00499996948242376,O->R,rest,AnRa,3.38898038644391,0.000350765141071463,0.0746643433148866,0.0688049851742273,0.00486746105725044,2.58510544257942
0.0450000305175763,O->R,rest,AnRa,3.87032799720775,5.43445101666151e-05,0.0745668042782077,0.0688049851742273,0.00486746105725044,2.58510544257942
0.0950000305175762,O->R,rest,AnRa,1.95715449858801,0.0251646533012148,0.0722845446149479,0.0688049851742273,0.00486746105725044,2.58510544257942
0.145000030517576,O->R,rest,AnRa,-1.60530649884185,0.0542131848365094,0.0684916546955175,0.0688049851742273,0.00486746105725044,2.58510544257942
0.195000030517576,O->R,rest,AnRa,0.0317640555326394,0.487330105846144,0.0712279524093754,0.0688049851742273,0.00486746105725044,2.58510544257942
0.245000030517576,O->R,rest,AnRa,-1.37318455456487,0.0848474900395892,0.0691373258939036,0.0688049851742273,0.00486746105725044,2.58510544257942
0.295000030517576,O->R,rest,AnRa,-3.55513083076848,0.000188895527654442,0.0667976444450619,0.0688049851742273,0.00486746105725044,2.58510544257942
0.345000030517576,O->R,rest,AnRa,-0.0977355554850442,0.461071140754016,0.0711087172437509,0.0688049851742273,0.00486746105725044,2.58510544257942
