time,pair,condition,subject,F,Fb
0.520000030517576,O->O,rest,AnRa,0.00200347166851473,0.00181194744409397
0.545000030517576,O->O,rest,AnRa,0.00204104640164592,0.00181194744409397
0.570000030517576,O->O,rest,AnRa,0.00204257017023465,0.00181194744409397
0.595000030517576,O->O,rest,AnRa,0.00197238521020638,0.00181194744409397
0.620000030517576,O->O,rest,AnRa,0.00204168338621292,0.00181194744409397
0.645000030517576,O->O,rest,AnRa,0.00201529472096104,0.00181194744409397
0.670000030517576,O->O,rest,AnRa,0.00195015696818164,0.00181194744409397
0.695000030517576,O->O,rest,AnRa,0.00196969141809215,0.00181194744409397
0.720000030517576,O->O,rest,AnRa,0.00204813803123787,0.00181194744409397
0.745000030517576,O->O,rest,AnRa,0.00208470594329045,0.00181194744409397
0.770000030517576,O->O,rest,AnRa,0.00211044549422977,0.00181194744409397
0.795000030517576,O->O,rest,AnRa,0.00205764956055115,0.00181194744409397
0.820000030517576,O->O,rest,AnRa,0.00205224844739066,0.00181194744409397
0.845000030517576,O->O,rest,AnRa,0.00207234079251023,0.00181194744409397
0.870000030517576,O->O,rest,AnRa,0.00219320478755517,0.00181194744409397
0.895000030517576,O->O,rest,AnRa,0.00219252078980766,0.00181194744409397
0.920000030517576,O->O,rest,AnRa,0.00209886148328515,0.00181194744409397
0.945000030517576,O->O,rest,AnRa,0.00211426818722306,0.00181194744409397
0.970000030517576,O->O,rest,AnRa,0.00213258161844501,0.00181194744409397
0.995000030517576,O->O,rest,AnRa,0.00216199847489329,0.00181194744409397
1.02000003051758,O->O,rest,AnRa,0.0021760582829815,0.00181194744409397
1.04500003051758,O->O,rest,AnRa,0.00222526139195451,0.00181194744409397
1.07000003051758,O->O,rest,AnRa,0.00224526135140295,0.00181194744409397
1.09500003051758,O->O,rest,AnRa,0.00220239801050076,0.00181194744409397
1.12000003051758,O->O,rest,AnRa,0.00214419724143752,0.00181194744409397
1.14500003051758,O->O,rest,AnRa,0.00226251553748517,0.00181194744409397
1.17000003051758,O->O,rest,AnRa,0.0020976916128595,0.00181194744409397
1.19500003051758,O->O,rest,AnRa,0.00210827973773166,0.00181194744409397
1.22000003051758,O->O,rest,AnRa,0.00209775907719318,0.00181194744409397
1.24500003051758,O->O,rest,AnRa,0.00210247866300291,0.00181194744409397
1.27000003051758,O->O,rest,AnRa,0.0020083081315063,0.00181194744409397
1.29500003051758,O->O,rest,AnRa,0.00204705258110643,0.00181194744409397
1.32000003051758,O->O,rest,AnRa,0.00202978839786366,0.00181194744409397
1.34500003051758,O->O,rest,AnRa,0.00197917038296803,0.00181194744409397
1.37000003051758,O->O,rest,AnRa,0.00207069400943392,0.00181194744409397
1.39500003051758,O->O,rest,AnRa,0.00203575114724558,0.00181194744409397
1.42000003051758,O->O,rest,AnRa,0.00204592714635405,0.00181194744409397
1.44500003051758,O->O,rest,AnRa,0.0020308741639368,0.00181194744409397
1.47000003051758,O->O,rest,AnRa,0.00203536488301552,0.00181194744409397
1.49500003051758,O->O,rest,AnRa,0.00210556787764503,0.00181194744409397
-0.104999969482424,O->R,rest,AnRa,0.0382713485692676,0.0324647563003566
-0.0799999694824238,O->R,rest,AnRa,0.0400912174181656,0.0324647563003566
-0.0549999694824237,O->R,rest,AnRa,0.0407300436377938,0.0324647563003566
-0.0299999694824238,O->R,rest,AnRa,0.0441585145581911,0.0324647563003566
-0.00499996948242376,O->R,rest,AnRa,0.045077330868736,0.0324647563003566
0.0200000305175763,O->R,rest,AnRa,0.0450668171945097,0.0324647563003566
0.0450000305175763,O->R,rest,AnRa,0.0464171524334063,0.0324647563003566
0.0700000305175762,O->R,rest,AnRa,0.0449355207126985,0.0324647563003566
0.0950000305175762,O->R,rest,AnRa,0.0432218726719498,0.0324647563003566
0.120000030517576,O->R,rest,AnRa,0.0439149761177049,0.0324647563003566
0.145000030517576,O->R,rest,AnRa,0.0465562647626854,0.0324647563003566
0.170000030517576,O->R,rest,AnRa,0.0485527960961036,0.0324647563003566
0.195000030517576,O->R,rest,AnRa,0.0517550913602918,0.0324647563003566
0.220000030517576,O->R,rest,AnRa,0.0531749139157398,0.0324647563003566
0.245000030517576,O->R,rest,AnRa,0.0502719301463941,0.0324647563003566
0.270000030517576,O->R,rest,AnRa,0.0460292269907683,0.0324647563003566
0.295000030517576,O->R,rest,AnRa,0.0428630362976463,0.0324647563003566
0.320000030517576,O->R,rest,AnRa,0.0465962931539394,0.0324647563003566
0.345000030517576,O->R,rest,AnRa,0.0457175704733288,0.0324647563003566
0.370000030517576,O->R,rest,AnRa,0.0465810756123233,0.0324647563003566
0.395000030517576,O->R,rest,AnRa,0.043916069854177,0.0324647563003566
0.420000030517576,O->R,rest,AnRa,0.0444134844991169,0.0324647563003566
0.445000030517576,O->R,rest,AnRa,0.0451955579227388,0.0324647563003566
0.470000030517576,O->R,rest,AnRa,0.050377947430448,0.0324647563003566
0.495000030517576,O->R,rest,AnRa,0.049073701028334,0.0324647563003566
0.520000030517576,O->R,rest,AnRa,0.0430976122082001,0.0324647563003566
0.545000030517576,O->R,rest,AnRa,0.0433570769543081,0.0324647563003566
0.570000030517576,O->R,rest,AnRa,0.0440744612453727,0.0324647563003566
0.595000030517576,O->R,rest,AnRa,0.0436721815550669,0.0324647563003566
0.620000030517576,O->R,rest,AnRa,0.044555680152925,0.0324647563003566
0.645000030517576,O->R,rest,AnRa,0.0528827762799153,0.0324647563003566
0.670000030517576,O->R,rest,AnRa,0.0523540115337369,0.0324647563003566
0.695000030517576,O->R,rest,AnRa,0.0545554929771441,0.0324647563003566
0.720000030517576,O->R,rest,AnRa,0.0563800063485331,0.0324647563003566
0.745000030517576,O->R,rest,AnRa,0.0600818887500623,0.0324647563003566
0.770000030517576,O->R,rest,AnRa,0.0583521993658991,0.0324647563003566
0.795000030517576,O->R,rest,AnRa,0.0593557491596357,0.0324647563003566
0.820000030517576,O->R,rest,AnRa,0.0579931719566957,0.0324647563003566
0.845000030517576,O->R,rest,AnRa,0.0579087634387179,0.0324647563003566
0.870000030517576,O->R,rest,AnRa,0.052032500882035,0.0324647563003566
0.895000030517576,O->R,rest,AnRa,0.0540488171648406,0.0324647563003566
0.920000030517576,O->R,rest,AnRa,0.0575242532378581,0.0324647563003566
0.945000030517576,O->R,rest,AnRa,0.0591454044103301,0.0324647563003566
0.970000030517576,O->R,rest,AnRa,0.0577133211606906,0.0324647563003566
0.995000030517576,O->R,rest,AnRa,0.0572684481713992,0.0324647563003566
1.02000003051758,O->R,rest,AnRa,0.0512085913540261,0.0324647563003566
1.04500003051758,O->R,rest,AnRa,0.049829285441831,0.0324647563003566
1.07000003051758,O->R,rest,AnRa,0.0535919660106003,0.0324647563003566
1.09500003051758,O->R,rest,AnRa,0.047316704798618,0.0324647563003566
1.12000003051758,O->R,rest,AnRa,0.0503023834945822,0.0324647563003566
1.14500003051758,O->R,rest,AnRa,0.0527718382228386,0.0324647563003566
1.17000003051758,O->R,rest,AnRa,0.0534841942986475,0.0324647563003566
1.19500003051758,O->R,rest,AnRa,0.0512844057729467,0.0324647563003566
1.22000003051758,O->R,rest,AnRa,0.0505818789258257,0.0324647563003566
1.24500003051758,O->R,rest,AnRa,0.0472645285687037,0.0324647563003566
1.27000003051758,O->R,rest,AnRa,0.0498478669549058,0.0324647563003566
1.29500003051758,O->R,rest,AnRa,0.0490671104443976,0.0324647563003566
1.32000003051758,O->R,rest,AnRa,0.0492173851548898,0.0324647563003566
1.34500003051758,O->R,rest,AnRa,0.0486471514116005,0.0324647563003566
1.37000003051758,O->R,rest,AnRa,0.0499986840186466,0.0324647563003566
1.39500003051758,O->R,rest,AnRa,0.0511063085623675,0.0324647563003566
1.42000003051758,O->R,rest,AnRa,0.0477128074806785,0.0324647563003566
1.44500003051758,O->R,rest,AnRa,0.0453952750436173,0.0324647563003566
1.47000003051758,O->R,rest,AnRa,0.0473319922246418,0.0324647563003566
1.49500003051758,O->R,rest,AnRa,0.0492981005792217,0.0324647563003566
-0.104999969482424,O->F,rest,AnRa,0.0534562008529491,0.0415365580362561
-0.0799999694824238,O->F,rest,AnRa,0.0514182662723073,0.0415365580362561
-0.0549999694824237,O->F,rest,AnRa,0.0533204286773383,0.0415365580362561
-0.0299999694824238,O->F,rest,AnRa,0.0515791819337181,0.0415365580362561
-0.00499996948242376,O->F,rest,AnRa,0.0509914257222448,0.0415365580362561
0.0200000305175763,O->F,rest,AnRa,0.052715127802287,0.0415365580362561
0.0450000305175763,O->F,rest,AnRa,0.056546846221309,0.0415365580362561
0.0700000305175762,O->F,rest,AnRa,0.054554726340271,0.0415365580362561
0.0950000305175762,O->F,rest,AnRa,0.052925727624654,0.0415365580362561
0.120000030517576,O->F,rest,AnRa,0.0567741583503079,0.0415365580362561
0.145000030517576,O->F,rest,AnRa,0.058106667583516,0.0415365580362561
0.170000030517576,O->F,rest,AnRa,0.063609077009815,0.0415365580362561
0.195000030517576,O->F,rest,AnRa,0.0613099879417831,0.0415365580362561
0.220000030517576,O->F,rest,AnRa,0.0637282136236479,0.0415365580362561
0.245000030517576,O->F,rest,AnRa,0.063916525692747,0.0415365580362561
0.270000030517576,O->F,rest,AnRa,0.0649357734445601,0.0415365580362561
0.295000030517576,O->F,rest,AnRa,0.0675489043733393,0.0415365580362561
0.320000030517576,O->F,rest,AnRa,0.0673941500529622,0.0415365580362561
0.345000030517576,O->F,rest,AnRa,0.0635313205691546,0.0415365580362561
0.370000030517576,O->F,rest,AnRa,0.0648294352417764,0.0415365580362561
0.395000030517576,O->F,rest,AnRa,0.0670074264379679,0.0415365580362561
0.420000030517576,O->F,rest,AnRa,0.0668936654852104,0.0415365580362561
0.445000030517576,O->F,rest,AnRa,0.063100864458363,0.0415365580362561
0.470000030517576,O->F,rest,AnRa,0.0621589211541078,0.0415365580362561
0.495000030517576,O->F,rest,AnRa,0.0612118372011281,0.0415365580362561
0.520000030517576,O->F,rest,AnRa,0.0584412240427099,0.0415365580362561
0.545000030517576,O->F,rest,AnRa,0.0549164930496744,0.0415365580362561
0.570000030517576,O->F,rest,AnRa,0.0587892898201972,0.0415365580362561
0.595000030517576,O->F,rest,AnRa,0.0604991898490823,0.0415365580362561
0.620000030517576,O->F,rest,AnRa,0.0657178742417415,0.0415365580362561
0.645000030517576,O->F,rest,AnRa,0.0688605509916727,0.0415365580362561
0.670000030517576,O->F,rest,AnRa,0.0695537834790798,0.0415365580362561
0.695000030517576,O->F,rest,AnRa,0.0636567793811906,0.0415365580362561
0.720000030517576,O->F,rest,AnRa,0.0611669547265876,0.0415365580362561
0.745000030517576,O->F,rest,AnRa,0.0609644996310124,0.0415365580362561
0.770000030517576,O->F,rest,AnRa,0.060059299946559,0.0415365580362561
0.795000030517576,O->F,rest,AnRa,0.0659993540338917,0.0415365580362561
0.820000030517576,O->F,rest,AnRa,0.069112159615031,0.0415365580362561
0.845000030517576,O->F,rest,AnRa,0.0677278480464309,0.0415365580362561
0.870000030517576,O->F,rest,AnRa,0.0642374107795405,0.0415365580362561
0.895000030517576,O->F,rest,AnRa,0.0708746013012416,0.0415365580362561
0.920000030517576,O->F,rest,AnRa,0.0727704449918036,0.0415365580362561
0.945000030517576,O->F,rest,AnRa,0.0683979022478809,0.0415365580362561
0.970000030517576,O->F,rest,AnRa,0.0746625069250086,0.0415365580362561
0.995000030517576,O->F,rest,AnRa,0.0733989264816728,0.0415365580362561
1.02000003051758,O->F,rest,AnRa,0.0795125524765865,0.0415365580362561
1.04500003051758,O->F,rest,AnRa,0.0792028867099646,0.0415365580362561
1.07000003051758,O->F,rest,AnRa,0.0801865207442063,0.0415365580362561
1.09500003051758,O->F,rest,AnRa,0.0764292292208779,0.0415365580362561
1.12000003051758,O->F,rest,AnRa,0.067353423855792,0.0415365580362561
1.14500003051758,O->F,rest,AnRa,0.0713736584996525,0.0415365580362561
1.17000003051758,O->F,rest,AnRa,0.0683236975434198,0.0415365580362561
1.19500003051758,O->F,rest,AnRa,0.0645175013069945,0.0415365580362561
1.22000003051758,O->F,rest,AnRa,0.0569502368125399,0.0415365580362561
1.24500003051758,O->F,rest,AnRa,0.0607588740131604,0.0415365580362561
1.27000003051758,O->F,rest,AnRa,0.0553557634568165,0.0415365580362561
1.29500003051758,O->F,rest,AnRa,0.0548855893770508,0.0415365580362561
1.32000003051758,O->F,rest,AnRa,0.053817201248421,0.0415365580362561
1.34500003051758,O->F,rest,AnRa,0.0569250401873234,0.0415365580362561
1.37000003051758,O->F,rest,AnRa,0.0565715405994069,0.0415365580362561
1.39500003051758,O->F,rest,AnRa,0.0574729318948357,0.0415365580362561
1.42000003051758,O->F,rest,AnRa,0.0586801534394681,0.0415365580362561
1.44500003051758,O->F,rest,AnRa,0.0596163173807156,0.0415365580362561
1.47000003051758,O->F,rest,AnRa,0.0501391807681131,0.0415365580362561
1.49500003051758,O->F,rest,AnRa,0.051207264642116,0.0415365580362561
-0.104999969482424,R->O,rest,AnRa,0.0417453916686554,0.0365606818206743
-0.0799999694824238,R->O,rest,AnRa,0.0419202724394268,0.0365606818206743
-0.0549999694824237,R->O,rest,AnRa,0.0422131094848055,0.0365606818206743
-0.0299999694824238,R->O,rest,AnRa,0.0427370548994759,0.0365606818206743
-0.00499996948242376,R->O,rest,AnRa,0.0443989313232578,0.0365606818206743
0.0200000305175763,R->O,rest,AnRa,0.0386468498800809,0.0365606818206743
0.0450000305175763,R->O,rest,AnRa,0.0423317069917175,0.0365606818206743
0.0700000305175762,R->O,rest,AnRa,0.0425335813860102,0.0365606818206743
0.0950000305175762,R->O,rest,AnRa,0.0449981852167411,0.0365606818206743
0.120000030517576,R->O,rest,AnRa,0.0410843589962155,0.0365606818206743
0.145000030517576,R->O,rest,AnRa,0.0456794951506936,0.0365606818206743
0.170000030517576,R->O,rest,AnRa,0.0441820594635374,0.0365606818206743
0.195000030517576,R->O,rest,AnRa,0.0459362759517603,0.0365606818206743
0.220000030517576,R->O,rest,AnRa,0.0458099806567134,0.0365606818206743
0.245000030517576,R->O,rest,AnRa,0.0473305908160455,0.0365606818206743
0.270000030517576,R->O,rest,AnRa,0.051586393978198,0.0365606818206743
0.295000030517576,R->O,rest,AnRa,0.0539215081319071,0.0365606818206743
0.320000030517576,R->O,rest,AnRa,0.0596206174464555,0.0365606818206743
0.345000030517576,R->O,rest,AnRa,0.0599538021004378,0.0365606818206743
0.370000030517576,R->O,rest,AnRa,0.0594263998624456,0.0365606818206743
0.395000030517576,R->O,rest,AnRa,0.0650774674243735,0.0365606818206743
0.420000030517576,R->O,rest,AnRa,0.0604140417733561,0.0365606818206743
0.445000030517576,R->O,rest,AnRa,0.0585218938525145,0.0365606818206743
0.470000030517576,R->O,rest,AnRa,0.057089281775518,0.0365606818206743
0.495000030517576,R->O,rest,AnRa,0.057126829611434,0.0365606818206743
0.520000030517576,R->O,rest,AnRa,0.0550064991309114,0.0365606818206743
0.545000030517576,R->O,rest,AnRa,0.0526705151135047,0.0365606818206743
0.570000030517576,R->O,rest,AnRa,0.0559167243565071,0.0365606818206743
0.595000030517576,R->O,rest,AnRa,0.0504392704863221,0.0365606818206743
0.620000030517576,R->O,rest,AnRa,0.0513798957744029,0.0365606818206743
0.645000030517576,R->O,rest,AnRa,0.0494521859556016,0.0365606818206743
0.670000030517576,R->O,rest,AnRa,0.0492822707549294,0.0365606818206743
0.695000030517576,R->O,rest,AnRa,0.0445994756679511,0.0365606818206743
0.720000030517576,R->O,rest,AnRa,0.0443513336517185,0.0365606818206743
0.745000030517576,R->O,rest,AnRa,0.0431790828479848,0.0365606818206743
0.770000030517576,R->O,rest,AnRa,0.0451049722391872,0.0365606818206743
0.795000030517576,R->O,rest,AnRa,0.0492932705838598,0.0365606818206743
0.820000030517576,R->O,rest,AnRa,0.0554771385042727,0.0365606818206743
0.845000030517576,R->O,rest,AnRa,0.0590665952526024,0.0365606818206743
0.870000030517576,R->O,rest,AnRa,0.0607185414402807,0.0365606818206743
0.895000030517576,R->O,rest,AnRa,0.0634034110804578,0.0365606818206743
0.920000030517576,R->O,rest,AnRa,0.0612187265995203,0.0365606818206743
0.945000030517576,R->O,rest,AnRa,0.0617350853324865,0.0365606818206743
0.970000030517576,R->O,rest,AnRa,0.0661631582371456,0.0365606818206743
0.995000030517576,R->O,rest,AnRa,0.0641328417362388,0.0365606818206743
1.02000003051758,R->O,rest,AnRa,0.061485264883288,0.0365606818206743
1.04500003051758,R->O,rest,AnRa,0.0657871463006927,0.0365606818206743
1.07000003051758,R->O,rest,AnRa,0.0643905001185772,0.0365606818206743
1.09500003051758,R->O,rest,AnRa,0.0604969363722603,0.0365606818206743
1.12000003051758,R->O,rest,AnRa,0.0598246478618876,0.0365606818206743
1.14500003051758,R->O,rest,AnRa,0.0603432109621167,0.0365606818206743
1.17000003051758,R->O,rest,AnRa,0.0599938032612499,0.0365606818206743
1.19500003051758,R->O,rest,AnRa,0.060223135118747,0.0365606818206743
1.22000003051758,R->O,rest,AnRa,0.0591335668923989,0.0365606818206743
1.24500003051758,R->O,rest,AnRa,0.0647467926393688,0.0365606818206743
1.27000003051758,R->O,rest,AnRa,0.0589193678005699,0.0365606818206743
1.29500003051758,R->O,rest,AnRa,0.0593625301719953,0.0365606818206743
1.32000003051758,R->O,rest,AnRa,0.0538698500358237,0.0365606818206743
1.34500003051758,R->O,rest,AnRa,0.0521276563153492,0.0365606818206743
1.37000003051758,R->O,rest,AnRa,0.0546031782238288,0.0365606818206743
1.39500003051758,R->O,rest,AnRa,0.0543259278268806,0.0365606818206743
1.42000003051758,R->O,rest,AnRa,0.054126230706629,0.0365606818206743
1.44500003051758,R->O,rest,AnRa,0.0562326629104177,0.0365606818206743
1.47000003051758,R->O,rest,AnRa,0.0517291315499619,0.0365606818206743
1.49500003051758,R->O,rest,AnRa,0.0500455770411463,0.0365606818206743
-0.104999969482424,R->R,rest,AnRa,0.00124743200853277,0.00151408242491987
-0.0799999694824238,R->R,rest,AnRa,0.00114350234848754,0.00151408242491987
-0.0549999694824237,R->R,rest,AnRa,0.0014068475516985,0.00151408242491987
-0.0299999694824238,R->R,rest,AnRa,0.00140354539289491,0.00151408242491987
-0.00499996948242376,R->R,rest,AnRa,0.00162427548189075,0.00151408242491987
0.0200000305175763,R->R,rest,AnRa,0.00188820204182486,0.00151408242491987
0.0450000305175763,R->R,rest,AnRa,0.00195433483453103,0.00151408242491987
0.0700000305175762,R->R,rest,AnRa,0.0021121034916768,0.00151408242491987
0.0950000305175762,R->R,rest,AnRa,0.00229804550232239,0.00151408242491987
0.120000030517576,R->R,rest,AnRa,0.00231346709618663,0.00151408242491987
0.145000030517576,R->R,rest,AnRa,0.00238827534100928,0.00151408242491987
0.170000030517576,R->R,rest,AnRa,0.00268706429907755,0.00151408242491987
0.195000030517576,R->R,rest,AnRa,0.0025825265717398,0.00151408242491987
0.220000030517576,R->R,rest,AnRa,0.00253562237849812,0.00151408242491987
0.245000030517576,R->R,rest,AnRa,0.00262541937078393,0.00151408242491987
0.270000030517576,R->R,rest,AnRa,0.0027254620686783,0.00151408242491987
0.295000030517576,R->R,rest,AnRa,0.00286044060097939,0.00151408242491987
0.320000030517576,R->R,rest,AnRa,0.00258485101723593,0.00151408242491987
0.345000030517576,R->R,rest,AnRa,0.00286435251542688,0.00151408242491987
0.370000030517576,R->R,rest,AnRa,0.00250209814253447,0.00151408242491987
0.395000030517576,R->R,rest,AnRa,0.00235238097381519,0.00151408242491987
0.420000030517576,R->R,rest,AnRa,0.00217483112799302,0.00151408242491987
0.445000030517576,R->R,rest,AnRa,0.00188330695453982,0.00151408242491987
0.470000030517576,R->R,rest,AnRa,0.00159815276262086,0.00151408242491987
0.495000030517576,R->R,rest,AnRa,0.00143456467169637,0.00151408242491987
0.520000030517576,R->R,rest,AnRa,0.00168945799692348,0.00151408242491987
0.545000030517576,R->R,rest,AnRa,0.00169196667509179,0.00151408242491987
0.570000030517576,R->R,rest,AnRa,0.00137142036016237,0.00151408242491987
0.595000030517576,R->R,rest,AnRa,0.00128032118716743,0.00151408242491987
0.620000030517576,R->R,rest,AnRa,0.00153979466414829,0.00151408242491987
0.645000030517576,R->R,rest,AnRa,0.00115929519446685,0.00151408242491987
0.670000030517576,R->R,rest,AnRa,0.00109399367870822,0.00151408242491987
0.695000030517576,R->R,rest,AnRa,0.00102020174745634,0.00151408242491987
0.720000030517576,R->R,rest,AnRa,0.0010961020086842,0.00151408242491987
0.745000030517576,R->R,rest,AnRa,0.00124157185235142,0.00151408242491987
0.770000030517576,R->R,rest,AnRa,0.00120845291093098,0.00151408242491987
0.795000030517576,R->R,rest,AnRa,0.00154895977546114,0.00151408242491987
0.820000030517576,R->R,rest,AnRa,0.00139408385054986,0.00151408242491987
0.845000030517576,R->R,rest,AnRa,0.00123987348686801,0.00151408242491987
0.870000030517576,R->R,rest,AnRa,0.0011407077554553,0.00151408242491987
0.895000030517576,R->R,rest,AnRa,0.0010509805617909,0.00151408242491987
0.920000030517576,R->R,rest,AnRa,0.00123175239203219,0.00151408242491987
0.945000030517576,R->R,rest,AnRa,0.00141039202598413,0.00151408242491987
0.970000030517576,R->R,rest,AnRa,0.00151817541173413,0.00151408242491987
0.995000030517576,R->R,rest,AnRa,0.00173762413082438,0.00151408242491987
1.02000003051758,R->R,rest,AnRa,0.00199416114897843,0.00151408242491987
1.04500003051758,R->R,rest,AnRa,0.00161282821596605,0.00151408242491987
1.07000003051758,R->R,rest,AnRa,0.00160591813972073,0.00151408242491987
1.09500003051758,R->R,rest,AnRa,0.00158558425083813,0.00151408242491987
1.12000003051758,R->R,rest,AnRa,0.00129007655459251,0.00151408242491987
1.14500003051758,R->R,rest,AnRa,0.00165346838378137,0.00151408242491987
1.17000003051758,R->R,rest,AnRa,0.00153913028350456,0.00151408242491987
1.19500003051758,R->R,rest,AnRa,0.00186800607506122,0.00151408242491987
1.22000003051758,R->R,rest,AnRa,0.00176973840679019,0.00151408242491987
1.24500003051758,R->R,rest,AnRa,0.00140456738376887,0.00151408242491987
1.27000003051758,R->R,rest,AnRa,0.00150056596132034,0.00151408242491987
1.29500003051758,R->R,rest,AnRa,0.00159699887649249,0.00151408242491987
1.32000003051758,R->R,rest,AnRa,0.00136071881371357,0.00151408242491987
1.34500003051758,R->R,rest,AnRa,0.00145425053661717,0.00151408242491987
1.37000003051758,R->R,rest,AnRa,0.00156890593454012,0.00151408242491987
1.39500003051758,R->R,rest,AnRa,0.00157556583556505,0.00151408242491987
1.42000003051758,R->R,rest,AnRa,0.00172164178576474,0.00151408242491987
1.44500003051758,R->R,rest,AnRa,0.00171550234972765,0.00151408242491987
1.47000003051758,R->R,rest,AnRa,0.00162601059282095,0.00151408242491987
1.49500003051758,R->R,rest,AnRa,0.00161107753835586,0.00151408242491987
-0.104999969482424,R->F,rest,AnRa,0.0197066810955135,0.0153965697916476
-0.0799999694824238,R->F,rest,AnRa,0.0207111165625378,0.0153965697916476
-0.0549999694824237,R->F,rest,AnRa,0.0230396756581399,0.0153965697916476
-0.0299999694824238,R->F,rest,AnRa,0.0253222259727721,0.0153965697916476
-0.00499996948242376,R->F,rest,AnRa,0.0238563957735209,0.0153965697916476
0.0200000305175763,R->F,rest,AnRa,0.0261108743501524,0.0153965697916476
0.0450000305175763,R->F,rest,AnRa,0.0273147318779507,0.0153965697916476
0.0700000305175762,R->F,rest,AnRa,0.0247966208783765,0.0153965697916476
0.0950000305175762,R->F,rest,AnRa,0.0233828656461412,0.0153965697916476
0.120000030517576,R->F,rest,AnRa,0.021012019816439,0.0153965697916476
0.145000030517576,R->F,rest,AnRa,0.0213269869546195,0.0153965697916476
0.170000030517576,R->F,rest,AnRa,0.0204506501450936,0.0153965697916476
0.195000030517576,R->F,rest,AnRa,0.0204478291150707,0.0153965697916476
0.220000030517576,R->F,rest,AnRa,0.0223842038117397,0.0153965697916476
0.245000030517576,R->F,rest,AnRa,0.0220287837954913,0.0153965697916476
0.270000030517576,R->F,rest,AnRa,0.0212864458080162,0.0153965697916476
0.295000030517576,R->F,rest,AnRa,0.0214754681176572,0.0153965697916476
0.320000030517576,R->F,rest,AnRa,0.0197985021024891,0.0153965697916476
0.345000030517576,R->F,rest,AnRa,0.0214471116590431,0.0153965697916476
0.370000030517576,R->F,rest,AnRa,0.0177729527202786,0.0153965697916476
0.395000030517576,R->F,rest,AnRa,0.0181482664558104,0.0153965697916476
0.420000030517576,R->F,rest,AnRa,0.0199972588514044,0.0153965697916476
0.445000030517576,R->F,rest,AnRa,0.0182747520635758,0.0153965697916476
0.470000030517576,R->F,rest,AnRa,0.0186120334785045,0.0153965697916476
0.495000030517576,R->F,rest,AnRa,0.0189429448832357,0.0153965697916476
0.520000030517576,R->F,rest,AnRa,0.0200767491290463,0.0153965697916476
0.545000030517576,R->F,rest,AnRa,0.0200121468651133,0.0153965697916476
0.570000030517576,R->F,rest,AnRa,0.0201634711416148,0.0153965697916476
0.595000030517576,R->F,rest,AnRa,0.0169520986661382,0.0153965697916476
0.620000030517576,R->F,rest,AnRa,0.0177784345893457,0.0153965697916476
0.645000030517576,R->F,rest,AnRa,0.0157704422734639,0.0153965697916476
0.670000030517576,R->F,rest,AnRa,0.0164738919075234,0.0153965697916476
0.695000030517576,R->F,rest,AnRa,0.0184595526044546,0.0153965697916476
0.720000030517576,R->F,rest,AnRa,0.0206573817373226,0.0153965697916476
0.745000030517576,R->F,rest,AnRa,0.0220458145936817,0.0153965697916476
0.770000030517576,R->F,rest,AnRa,0.021320508270918,0.0153965697916476
0.795000030517576,R->F,rest,AnRa,0.0197030447632187,0.0153965697916476
0.820000030517576,R->F,rest,AnRa,0.0210520378072374,0.0153965697916476
0.845000030517576,R->F,rest,AnRa,0.0221861000508596,0.0153965697916476
0.870000030517576,R->F,rest,AnRa,0.0201058330424786,0.0153965697916476
0.895000030517576,R->F,rest,AnRa,0.0222361804583642,0.0153965697916476
